MEM,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo ,Pur Vol Promo 6,Pur Vol Other Promo ,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15, maxBrCd 
1110380,3,3,6,2,4,4,5,4,1,10,6,23,26050,57,2647,2.48,457.02,10.16,0.96,0.02,0.02,0,0.01,0.02,0,0.01,0,0.05,0,0.91,0.24,0.75,0.01,0,0.02,0,0.22,0.02,0.09,0,0,0,0.01,0.01,0.63,0.05
1110540,1,2,6,2,2,7,4,4,1,38,4,14,10225,48,1801,3.43,213.02,17.61,0.9,0,0.1,0,0,0,0,0.18,0,0.06,0.01,0.75,0.82,0.18,0,0,0.02,0.01,0.6,0,0,0,0,0.02,0.37,0,0,0.183
1110550,2,3,10,2,4,4,4,4,1,10,7,21,46350,56,4416,2.67,827.68,9.53,0.98,0.01,0.02,0.43,0.28,0.01,0.01,0,0.01,0,0.02,0.25,0.02,0.69,0.28,0.01,0.56,0.07,0.05,0.03,0,0,0.01,0,0,0.28,0,0.425
1110680,3,3,10,2,4,5,3,4,1,11,4,29,18025,72,2307.25,2.48,250.35,12.8,1,0,0,0,0,0.09,0.17,0,0,0.04,0,0.7,0.34,0.66,0,0,0.53,0,0.07,0.28,0.11,0,0,0.01,0,0,0,0.166
1110890,2,3,10,2,4,4,5,4,1,17,3,16,12350,29,1181.5,1.81,425.86,9.57,0.95,0.05,0,0.1,0,0.06,0,0,0,0,0,0.84,0.12,0.67,0,0.21,0.66,0,0.01,0.08,0.02,0,0,0,0,0,0.23,0.097
1110970,3,3,10,2,4,4,6,3,2,16,5,14,10775,29,1028,2.07,371.55,9.54,0.95,0,0.05,0.09,0.01,0,0,0,0.01,0,0.02,0.87,0.1,0.1,0.01,0.79,0.85,0.02,0,0.11,0,0,0.01,0,0,0.01,0,0.093
1111010,1,2,4,2,4,5,5,4,1,31,8,44,15135,61,1675.5,1.39,248.11,11.07,0.86,0.14,0.01,0.01,0.02,0,0.01,0.01,0.08,0.05,0.01,0.81,0.09,0.87,0.02,0.02,0.28,0.21,0.05,0.01,0.02,0,0.32,0,0.01,0.02,0.08,0.084
1111100,1,2,17,2,4,7,3,4,1,1,3,5,10800,46,1626,9.2,234.78,15.06,1,0,0,0,0.04,0,0,0,0,0,0.51,0.45,0.51,0.45,0.04,0,0,0.96,0,0,0,0,0,0,0,0.04,0,0.507
1111180,3,3,17,2,4,5,4,4,1,12,3,21,30325,41,2357.5,1.95,739.63,7.77,0.81,0.15,0.04,0,0.4,0.03,0,0,0,0,0,0.57,0.09,0.23,0.44,0.24,0.44,0.06,0,0.1,0,0,0,0,0,0.4,0,0.401
1111280,1,1,10,2,4,7,4,4,2,38,4,23,9425,43,1855.5,1.87,219.19,19.69,0.69,0.27,0.04,0.19,0,0.14,0,0.02,0,0,0,0.66,0.64,0.36,0,0,0.38,0,0.1,0.2,0,0.29,0,0,0.02,0,0.02,0.186
1111310,2,3,6,2,4,4,3,4,0,16,4,8,31575,28,3385,3.5,1127.68,10.72,1,0,0,0.01,0,0,0.86,0,0,0,0.01,0.13,0.07,0.93,0,0,0.94,0.01,0.06,0,0,0,0,0,0,0,0,0.855
1111410,3,3,17,2,4,4,6,2,2,19,6,20,28100,70,2467.25,3.5,401.43,8.78,0.95,0,0.05,0.01,0.29,0,0,0,0,0,0.02,0.68,0.06,0.47,0.29,0.18,0.2,0.47,0.02,0.01,0,0,0,0,0,0.29,0,0.294
1111500,1,3,10,2,4,5,4,4,1,26,3,18,6950,26,1041.5,1.44,267.31,14.99,0.86,0.14,0,0.57,0,0.04,0,0,0,0,0,0.39,0.47,0.53,0,0,0.82,0,0,0.07,0,0.12,0,0,0,0,0,0.572
1111710,2,0,0,0,3,0,0,5,0,0,2,2,1300,2,93,1,650,7.15,1,0,0,0.31,0.69,0,0,0,0,0,0,0,0,0.31,0.69,0,0.31,0,0,0,0,0,0,0,0,0.69,0,0.692
1111750,3,3,10,2,3,4,3,4,1,18,5,13,24750,91,2798.5,7,271.98,11.31,0.98,0,0.02,0.29,0.03,0,0.03,0,0,0.3,0,0.35,0.03,0.94,0.03,0,0.35,0.06,0.53,0,0,0,0,0.03,0,0.03,0,0.299
1115100,3,3,10,2,4,4,5,4,1,11,4,12,11650,28,1351,2.33,416.07,11.6,0.94,0,0.06,0,0.5,0,0,0.01,0,0,0.26,0.23,0.49,0.01,0.5,0,0,0.46,0.01,0,0.03,0,0,0,0.01,0.5,0,0.502
1115200,2,1,4,2,3,6,5,2,1,18,3,24,14250,38,1494.5,1.58,375,10.49,0.95,0.05,0,0.53,0,0,0.01,0,0,0,0,0.46,0.12,0.62,0,0.26,0.79,0,0.02,0.17,0.01,0,0,0.01,0,0,0,0.526
1115320,2,3,17,2,3,5,4,4,0,11,2,6,13400,18,1274.5,3,744.44,9.51,0.96,0,0.05,0,0,0,0,0,0,0.22,0,0.78,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.216
1115330,3,3,10,2,3,4,6,4,1,15,7,20,17175,58,1924.5,2.9,296.12,11.21,0.99,0,0.01,0.48,0.02,0,0.02,0.02,0,0.07,0.02,0.38,0.18,0.79,0.02,0.01,0.74,0.03,0.07,0.01,0.12,0,0,0,0.02,0.02,0,0.477
1115620,3,1,12,2,3,5,5,2,1,15,4,17,9900,30,1062.5,1.76,330,10.73,1,0,0,0.52,0.08,0,0,0,0.08,0,0,0.33,0.13,0.78,0.08,0.02,0.77,0,0.03,0,0.04,0,0.08,0,0,0.08,0,0.515
1115710,2,1,13,2,4,1,5,4,2,31,6,16,9100,21,949.5,1.31,433.33,10.43,0.92,0.08,0,0.04,0.03,0.02,0,0,0.16,0.03,0,0.72,0.07,0.65,0.03,0.26,0.28,0.4,0.03,0.04,0.07,0,0.16,0,0,0.03,0,0.157
1115800,3,3,10,2,3,5,4,2,1,12,4,18,7280,27,862.6,1.5,269.63,11.85,0.84,0.17,0,0,0,0,0,0.07,0.09,0.03,0,0.81,0.29,0.71,0,0,0.09,0.18,0.16,0.06,0.01,0,0.09,0,0.07,0,0.33,0.093
1115970,1,0,0,0,3,0,0,5,0,0,2,3,2750,3,305,1,916.67,11.09,1,0,0,0,0,0,0,0,0.27,0,0,0.73,0,1,0,0,0.73,0,0,0,0,0,0.27,0,0,0,0,0.273
1116000,2,1,4,2,3,5,4,4,1,23,5,23,9250,32,979.2,1.39,289.06,10.59,0.68,0.14,0.18,0.01,0,0,0.01,0,0.02,0,0.01,0.95,0.27,0.31,0,0.42,0.57,0.01,0.19,0.07,0,0,0.02,0.01,0,0,0.13,0.024
1116050,3,3,10,2,3,4,6,3,1,12,5,23,16425,41,1683.5,1.78,400.61,10.25,0.81,0.07,0.12,0.12,0,0,0.01,0,0.03,0,0.01,0.83,0.36,0.38,0.11,0.15,0.39,0.25,0.04,0.05,0.23,0,0.03,0,0,0,0.02,0.116
1116130,2,1,4,2,3,5,5,2,1,9,5,23,9325,41,1122.5,1.78,227.44,12.04,0.83,0.12,0.04,0.29,0,0.05,0,0.06,0.02,0,0,0.59,0.42,0.51,0,0.06,0.7,0.02,0.02,0.06,0.13,0,0.02,0,0.06,0,0,0.29
1116200,2,3,10,2,4,5,2,4,1,32,3,9,6850,24,1026.5,2.67,285.42,14.99,0.93,0.07,0,0.13,0,0.7,0,0,0,0,0,0.17,0.14,0.87,0,0,0.16,0,0.08,0.76,0,0,0,0,0,0,0,0.701
1116250,3,3,10,2,3,6,5,4,1,28,3,10,14150,30,1427.5,3,471.67,10.09,0.95,0,0.05,0.03,0.1,0,0,0,0,0,0,0.88,0.09,0.82,0.1,0,0.03,0.78,0.02,0,0.08,0,0,0,0,0.1,0,0.095
1116380,2,2,4,2,3,4,5,4,1,22,3,9,9925,18,1554,2,551.39,15.66,0.98,0.02,0,0.25,0,0.59,0,0,0,0,0,0.16,0.07,0.92,0,0.01,0.28,0,0,0.72,0,0,0,0,0,0,0,0.589
1116470,3,3,10,2,3,4,6,3,2,10,5,10,7675,26,852.5,2.6,295.19,11.11,0.97,0.03,0,0.48,0.04,0,0,0,0.03,0,0.06,0.39,0.1,0.86,0.04,0,0.83,0.06,0,0,0.04,0,0.03,0,0,0.04,0,0.482
1116570,3,3,17,2,4,4,7,2,1,10,2,4,17950,18,1285,4.5,997.22,7.16,1,0,0,0,0,0,0,0,0,0,0.01,0.99,0.01,0,0,0.99,0.99,0.01,0,0,0,0,0,0,0,0,0,0.008
1116580,2,3,10,2,3,4,3,4,1,18,2,11,4975,19,866.5,1.73,261.84,17.42,0.96,0.05,0,0.06,0,0,0,0,0,0,0,0.94,0.91,0.09,0,0,0.09,0,0,0.3,0.04,0.47,0,0,0.01,0,0.09,0.06
1116630,3,3,10,2,3,4,4,2,1,13,3,28,10195,50,1246.5,1.79,203.9,12.23,0.95,0.02,0.03,0.36,0,0,0,0,0,0.34,0,0.3,0.25,0.68,0,0.07,0.54,0,0.43,0,0.01,0,0,0.02,0,0,0,0.356
1116730,3,3,10,2,4,3,3,4,1,17,3,17,6100,25,639.5,1.47,244,10.48,0.47,0.53,0,0.05,0,0,0.26,0,0,0,0,0.69,0.25,0.65,0,0.1,0.79,0,0,0,0.21,0,0,0,0,0,0,0.262
1120150,1,2,10,2,4,5,4,4,1,18,4,28,13020,66,2059,2.36,197.27,15.81,0.59,0.34,0.08,0,0,0.42,0,0.08,0,0,0.04,0.46,0.38,0.62,0,0,0.03,0.06,0.01,0.48,0.11,0,0,0,0.09,0,0.23,0.415
1120250,2,1,5,2,4,5,6,1,1,21,3,9,14350,35,1643.5,3.89,410,11.45,0.97,0,0.03,0,0,0,0,0,0.12,0.13,0,0.75,0.5,0.48,0,0.02,0.09,0,0.71,0,0.08,0,0.12,0,0,0,0,0.132
1120440,1,3,4,1,4,5,5,1,1,32,7,18,11725,34,1270,1.89,344.85,10.83,0.84,0.13,0.03,0.31,0.24,0,0,0.01,0.22,0.07,0.03,0.12,0.12,0.62,0.26,0,0.31,0.09,0.07,0.05,0,0,0.22,0,0.01,0.26,0,0.307
1120450,3,3,10,2,4,4,5,2,1,20,4,18,10025,24,1267.5,1.33,417.71,12.64,0.94,0.06,0,0.05,0,0,0.44,0,0.04,0,0,0.47,0.29,0.61,0,0.1,0.67,0.23,0.01,0.05,0,0,0.04,0,0,0,0,0.439
1120550,1,3,3,2,3,7,3,4,1,14,4,13,9800,26,1534.25,2,376.92,15.66,1,0,0,0.7,0,0.03,0,0,0,0,0.01,0.27,0.57,0.43,0,0,0.88,0.05,0,0.03,0,0.05,0,0,0,0,0,0.696
1120560,2,3,3,2,4,6,4,4,1,10,3,4,1175,4,187.5,1,293.75,15.96,1,0,0,0.43,0,0,0,0.13,0,0,0,0.45,0.57,0.43,0,0,0.75,0,0,0,0,0.13,0,0,0.13,0,0,0.426
1120690,3,3,10,2,4,4,5,4,1,27,4,19,12475,27,1641.5,1.42,462.04,13.16,1,0,0,0.24,0.04,0,0,0,0.04,0,0,0.69,0.5,0.47,0.04,0,0.33,0.1,0.23,0,0.05,0.22,0.04,0,0,0.04,0,0.24
1120850,3,3,10,2,4,5,8,3,2,14,2,2,13500,23,1325,11.5,586.96,9.81,0.96,0.04,0,0,0,0,0,0,0,0.93,0,0.07,0,1,0,0,0.07,0,0.93,0,0,0,0,0,0,0,0,0.933
1120870,2,1,4,2,3,4,5,4,1,33,3,26,12750,46,1747.5,1.77,277.17,13.71,0.94,0.05,0.01,0,0,0.03,0,0.12,0,0,0,0.85,0.7,0.11,0,0.18,0.61,0.01,0.01,0.21,0,0,0,0,0.17,0,0,0.124
1120960,1,1,4,2,3,6,3,4,1,30,4,13,11200,49,1488.25,3.77,228.57,13.29,0.91,0,0.09,0.06,0,0.04,0,0,0.13,0,0,0.77,0.07,0.93,0,0,0.08,0.4,0.36,0.04,0,0,0.13,0,0,0,0,0.134
1121050,1,1,4,2,2,6,10,3,1,51,8,56,22325,86,3576.5,1.54,259.59,16.02,0.82,0.15,0.03,0.01,0.01,0.02,0,0.02,0.01,0.07,0.07,0.79,0.61,0.36,0.01,0.02,0.25,0.22,0.07,0.23,0,0.07,0.01,0.04,0.06,0.01,0.03,0.067
1121170,3,3,9,2,4,4,5,2,1,31,7,22,11775,36,1510.5,1.64,327.08,12.83,0.9,0.1,0,0.37,0,0.02,0.15,0.03,0,0.09,0.04,0.31,0.22,0.78,0,0,0.68,0.04,0.12,0.04,0,0,0,0,0.03,0,0.09,0.365
1121270,1,1,15,2,3,7,5,4,1,30,3,15,12775,46,2797,3.07,277.72,21.89,0.84,0,0.16,0,0.05,0,0,0.26,0,0,0,0.69,0.95,0,0.05,0,0.5,0,0,0,0,0.01,0,0,0.44,0.05,0.01,0.264
1121350,2,3,12,2,4,5,7,2,1,48,7,43,12950,61,1793.5,1.42,212.3,13.85,0.82,0.15,0.04,0.12,0,0.03,0.05,0.02,0.01,0,0.06,0.72,0.4,0.2,0,0.4,0.47,0.1,0.09,0.19,0,0.1,0.01,0,0.02,0,0.03,0.122
1121440,1,1,4,2,3,7,5,2,1,26,2,18,5650,21,789,1.17,269.05,13.96,1,0,0,0.15,0,0,0,0,0,0,0,0.85,0.6,0.35,0,0.05,0.56,0.27,0,0.08,0.07,0,0,0.01,0,0,0,0.15
1121450,3,3,10,2,4,5,2,4,1,32,4,14,4225,20,625.5,1.43,211.25,14.8,0.95,0.05,0,0.59,0,0,0,0,0.07,0,0.07,0.27,0.55,0.45,0,0,0.68,0.07,0.05,0,0,0.12,0.07,0,0,0,0,0.592
1121570,2,2,8,2,4,3,5,2,1,31,4,31,17400,42,2207,1.35,414.29,12.68,0.94,0.03,0.03,0.05,0.05,0,0,0.01,0,0,0,0.88,0.48,0.11,0.05,0.35,0.79,0.03,0,0.09,0.03,0,0,0,0.01,0.05,0,0.052
1121660,1,3,9,2,3,7,9,3,1,45,4,15,22925,36,3014.5,2.4,636.81,13.15,0.89,0.02,0.09,0.02,0,0,0,0.01,0.02,0,0,0.96,0.92,0.08,0,0,0.05,0.01,0.85,0.03,0,0.02,0.02,0,0.02,0,0,0.017
1121760,2,3,14,1,4,5,5,1,0,14,4,29,17825,72,2406,2.48,247.57,13.5,1,0,0,0,0.14,0,0,0,0,0.25,0.01,0.6,0.38,0.49,0.14,0,0,0.11,0.35,0.23,0,0,0,0.13,0,0.14,0.05,0.252
1121780,1,1,4,2,4,4,4,4,1,24,3,20,9025,25,1387.5,1.25,361,15.37,0.49,0.13,0.38,0,0,0.03,0,0,0,0,0.03,0.93,0.59,0.41,0,0,0.19,0.18,0,0.48,0.08,0,0,0,0,0,0.07,0.033
1125100,2,1,10,2,4,5,2,4,1,30,4,16,4450,23,541.5,1.44,193.48,12.17,0.39,0.37,0.24,0.09,0.14,0,0,0,0,0,0.12,0.66,0.34,0.26,0.14,0.27,0.6,0.12,0.08,0,0,0.07,0,0,0,0.14,0,0.135
1125140,2,1,16,2,4,5,3,4,1,33,5,33,9970,50,1331.35,1.52,199.4,13.35,0.74,0.07,0.19,0.16,0.02,0,0,0.08,0,0.01,0,0.74,0.27,0.69,0.04,0,0.43,0.31,0.01,0,0.04,0.02,0,0,0.08,0.04,0.07,0.16
1125190,1,1,10,2,4,5,4,4,1,39,3,20,6175,46,1060,2.3,134.24,17.17,0.96,0.04,0,0,0,0.32,0,0.1,0,0,0,0.59,0.59,0.41,0,0,0.11,0.07,0.01,0.59,0.1,0.02,0,0,0.1,0,0,0.316
1125280,3,0,0,0,4,0,0,5,0,0,1,2,375,2,30,1,187.5,8,1,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0.8,0.8,0,0.2,0,0,0,0,0,0,0,0,0
1125470,1,1,10,2,4,4,4,4,2,29,4,20,8125,30,965.5,1.5,270.83,11.88,0.96,0,0.04,0,0,0.02,0.04,0.03,0,0,0,0.92,0.23,0.77,0,0,0.53,0.29,0,0.02,0.14,0,0,0,0.03,0,0,0.037
1125480,3,1,4,1,4,5,2,4,1,8,3,11,5600,21,812,1.91,266.67,14.5,0.89,0.05,0.05,0.36,0,0,0,0,0,0,0.05,0.59,0.62,0.38,0,0,0.41,0.05,0.03,0.46,0.05,0,0,0,0,0,0,0.357
1125510,2,1,19,2,4,1,3,4,1,29,5,12,13850,25,1580,2.08,554,11.41,1,0,0,0.52,0.02,0,0,0.01,0,0.04,0,0.4,0.11,0.87,0.02,0,0.82,0,0.04,0,0.01,0.05,0,0.03,0.01,0.02,0,0.52
1125790,3,3,6,2,2,6,4,2,1,25,3,14,9800,28,1264,2,350,12.9,0.94,0.02,0.04,0.62,0,0,0,0,0.08,0,0,0.3,0.29,0.71,0,0,0.76,0,0.02,0.05,0.08,0.01,0.08,0,0,0,0,0.62
1125840,2,3,10,2,4,4,5,4,2,18,2,11,14050,18,1031.5,1.64,780.56,7.34,0.97,0,0.03,0,0.54,0,0,0,0,0,0,0.46,0,0.33,0.67,0,0.07,0.34,0,0,0,0,0,0,0,0.59,0,0.544
1125910,3,3,10,2,4,4,5,3,1,23,1,15,5225,19,582,1.27,275,11.14,0.79,0.16,0.04,0,0,0,0,0,0,0,0,1,0.85,0.12,0,0.04,0.61,0.2,0.14,0,0,0,0,0.04,0,0,0,0
1130020,3,1,4,2,4,4,1,4,0,12,3,19,4325,30,469.25,1.58,144.17,10.85,0.98,0,0.02,0.28,0,0,0,0.02,0,0,0,0.71,0.17,0.67,0.05,0.1,0.67,0,0,0.1,0.14,0,0,0.02,0.02,0.05,0,0.277
1134090,1,3,5,2,3,4,5,2,1,19,2,16,9100,19,1513.5,1.19,478.95,16.63,0.97,0,0.03,0.09,0,0,0,0,0,0,0,0.91,0.5,0.5,0,0,0.31,0,0,0.07,0,0,0,0,0.36,0,0.26,0.088
1135050,2,1,13,2,4,6,5,1,1,16,6,23,20400,55,2404,2.39,370.91,11.78,0.91,0.01,0.08,0.33,0,0,0.01,0,0.03,0.2,0.12,0.31,0.18,0.79,0.02,0.02,0.5,0.19,0.25,0,0.01,0,0.03,0,0,0.02,0,0.328
1135150,1,3,10,2,2,5,5,3,1,25,3,27,10345,47,1262.5,1.74,220.11,12.2,0.84,0.07,0.09,0.59,0,0,0,0,0,0,0.01,0.41,0.25,0.67,0,0.08,0.78,0.04,0.08,0.05,0.01,0.01,0,0.01,0,0,0.01,0.587
1135240,1,0,0,0,2,0,0,5,0,0,2,10,3750,13,495,1.3,288.46,13.2,1,0,0,0.16,0,0,0,0,0,0,0,0.84,0.92,0,0,0.08,0.88,0,0,0.12,0,0,0,0,0,0,0,0.16
1135320,1,0,0,0,1,0,0,5,0,0,2,2,1300,2,200,1,650,15.38,1,0,0,0,0,0,0,0,0,0.31,0,0.69,0.69,0.31,0,0,0,0.69,0.31,0,0,0,0,0,0,0,0,0.308
1137070,3,3,10,2,4,5,4,4,1,36,6,35,20025,52,2638.5,1.49,385.1,13.18,0.76,0.06,0.18,0.36,0,0.01,0,0.01,0,0.07,0.01,0.55,0.42,0.53,0,0.05,0.61,0.01,0.12,0.09,0.12,0.04,0,0,0.01,0,0.01,0.36
1137150,2,0,0,0,3,0,0,5,0,0,5,13,7525,16,1446,1.23,470.31,19.22,0.87,0.08,0.05,0.06,0,0.18,0.08,0.03,0,0,0,0.65,0.56,0.44,0,0,0.14,0,0,0.7,0,0.13,0,0,0.03,0,0,0.179
1137510,2,3,10,2,4,5,3,4,1,17,5,16,18625,35,2391.5,2.19,532.14,12.84,1,0,0,0.02,0.02,0.11,0,0.02,0,0,0,0.83,0.05,0.94,0.02,0,0.02,0.82,0.01,0.11,0,0,0,0,0.02,0.02,0,0.109
1137580,1,1,9,2,4,7,2,4,1,14,5,17,7700,30,1304.5,1.76,256.67,16.94,0.97,0,0.03,0.33,0,0.21,0,0.04,0,0.12,0,0.31,0.57,0.44,0,0,0.47,0,0.18,0.31,0,0,0,0,0.04,0,0,0.328
1137610,3,1,10,2,1,4,4,1,1,10,6,14,8375,25,845.5,1.79,335,10.1,0.87,0.13,0,0.17,0.41,0.13,0.08,0,0,0,0.07,0.13,0.08,0.5,0.41,0,0.37,0.07,0,0.13,0.01,0,0,0,0,0.41,0,0.412
1140060,2,1,4,2,3,5,4,2,1,21,5,28,12025,46,1340.5,1.64,261.41,11.15,0.91,0.09,0,0.31,0,0.02,0.03,0.01,0,0,0,0.63,0.38,0.52,0,0.11,0.64,0.02,0,0.03,0.23,0.06,0,0,0.01,0,0.02,0.308
1140070,3,3,10,2,3,5,2,4,1,1,7,27,6425,45,744.25,1.67,142.78,11.58,0.95,0.05,0,0.21,0.21,0.01,0.06,0.02,0,0,0.07,0.41,0.3,0.49,0.21,0,0.63,0.07,0,0.04,0,0.04,0,0,0.02,0.21,0,0.214
1140180,3,1,4,1,4,7,4,4,1,29,6,22,7150,25,913.25,1.14,286,12.77,0.88,0.12,0,0.15,0,0.03,0.04,0.06,0.03,0,0,0.68,0.28,0.69,0,0.03,0.34,0.17,0.02,0.03,0.01,0.03,0.03,0,0.06,0,0.3,0.15
1140360,1,3,10,2,4,5,6,4,1,21,3,18,25525,32,3442.5,1.78,797.66,13.49,0.93,0.04,0.03,0,0,0.01,0,0,0,0.05,0,0.94,0.88,0.12,0,0,0.19,0,0.79,0.01,0,0,0,0,0.01,0,0,0.047
1140480,2,3,10,2,1,7,3,4,1,22,4,20,7975,65,1479.5,3.25,122.69,18.55,1,0,0,0,0,0.12,0,0.25,0.04,0,0,0.59,0.61,0.39,0,0,0,0.21,0.01,0.49,0,0,0.04,0,0.25,0,0,0.254
1140500,3,1,4,2,4,5,4,4,1,1,1,3,7500,25,2211.25,8.33,300,29.48,0.97,0.03,0,0,0,0,0,0,0,0,0,1,0.92,0.08,0,0,0.94,0,0.06,0,0,0,0,0,0,0,0,0
1140570,1,0,0,0,3,0,0,5,0,0,3,8,3750,10,572.75,1.25,375,15.27,0.88,0.12,0,0.6,0,0,0,0.06,0,0,0,0.34,0.58,0.36,0,0.06,0.72,0,0.04,0.06,0,0.12,0,0,0.06,0,0,0.6
1140670,2,1,4,2,3,5,5,4,1,15,6,30,15000,39,1951,1.3,384.62,13.01,0.67,0.32,0.02,0.32,0.02,0.11,0.03,0,0.1,0,0,0.42,0.26,0.69,0.02,0.03,0.59,0,0.01,0.23,0,0.02,0.1,0,0,0.02,0.03,0.32
1140890,1,2,10,2,3,7,3,4,1,16,1,10,1895,10,500.5,1,189.5,26.41,1,0,0,0,0,0,0,0,0,0,0,1,0.72,0.28,0,0,0.52,0,0,0,0,0.32,0,0,0,0,0.17,0
1141020,1,1,6,2,4,7,4,4,1,19,2,18,9100,41,1733,2.28,221.95,19.04,1,0,0,0,0,0.02,0,0,0,0,0,0.98,0.98,0.02,0,0,0.46,0,0,0.54,0,0,0,0,0,0,0,0.016
1141110,3,0,0,0,3,0,0,5,0,0,2,4,3225,7,427.5,1.75,460.71,13.26,0.86,0.14,0,0,0,0.35,0,0,0,0,0,0.65,0.42,0.58,0,0,0.42,0,0,0.58,0,0,0,0,0,0,0,0.349
1141130,1,0,0,0,3,0,0,5,0,0,4,7,4525,12,871,1.71,377.08,19.25,1,0,0,0.02,0,0,0.04,0.2,0,0,0,0.74,0.96,0.04,0,0,0.76,0,0,0,0.04,0,0,0,0.2,0,0,0.199
1144060,2,3,10,2,4,5,3,4,1,26,2,3,9500,25,1026,8.33,380,10.8,0.85,0,0.15,0.91,0,0,0,0,0,0,0,0.1,0.01,0.99,0,0,0.99,0,0,0,0,0.01,0,0,0,0,0,0.905
1145010,1,0,0,0,2,0,0,5,0,0,1,2,675,2,79.5,1,337.5,11.78,1,0,0,0,0,0,0,0,0,0,0,1,0.44,0.56,0,0,0.44,0,0,0.56,0,0,0,0,0,0,0,0
1145120,2,1,10,2,3,5,6,3,1,14,5,29,15850,61,2040,2.1,259.84,12.87,0.83,0.08,0.1,0.06,0,0,0.01,0,0.04,0,0.14,0.75,0.72,0.27,0,0.01,0.13,0.14,0.62,0,0.03,0,0.04,0,0,0,0.04,0.142
1145270,2,3,10,2,2,5,3,1,1,23,5,16,16375,23,1894.5,1.44,711.96,11.57,0.95,0.05,0,0.44,0,0,0,0,0.17,0.03,0.04,0.33,0.14,0.79,0,0.07,0.72,0.06,0.03,0,0,0,0.17,0.02,0,0,0,0.44
1145330,1,3,10,2,3,7,5,3,1,36,4,23,5735,46,965.3,2,124.67,16.83,0.9,0,0.11,0.42,0,0,0,0.12,0,0,0.01,0.45,0.47,0.52,0,0.01,0.58,0.01,0,0,0.05,0.03,0,0.18,0.12,0,0.03,0.418
1145380,2,0,0,0,2,0,0,5,0,0,3,11,6525,15,1006.5,1.36,435,15.43,0.84,0.17,0,0.12,0,0.18,0,0,0,0,0,0.69,0.23,0.77,0,0,0.12,0,0,0.75,0.05,0,0,0.08,0,0,0,0.184
1145390,1,0,0,0,2,0,0,5,0,0,2,10,1600,10,212,1,160,13.25,0.84,0.09,0.06,0,0,0,0,0.05,0,0,0,0.95,0.47,0.53,0,0,0.17,0.34,0,0,0.06,0,0,0.09,0.05,0,0.28,0.047
1145440,1,0,0,0,2,0,0,5,0,0,2,10,1675,12,287,1.2,139.58,17.13,0.91,0.09,0,0,0,0,0.24,0,0,0,0,0.76,0.76,0.24,0,0,0.24,0.13,0,0.27,0.06,0,0,0.3,0,0,0,0.239
1145470,3,1,14,2,1,4,4,1,1,15,2,7,5175,13,537,1.86,398.08,10.38,0.88,0,0.12,0.37,0,0,0,0,0,0,0,0.63,0,1,0,0,0.98,0.02,0,0,0,0,0,0,0,0,0,0.367
1145620,1,3,16,2,2,6,4,3,1,26,6,28,14250,48,2094,1.71,296.88,14.69,0.85,0.15,0,0.23,0,0.04,0,0.05,0.38,0,0.07,0.23,0.37,0.63,0,0,0.32,0.07,0,0.07,0,0.03,0.38,0.04,0.05,0,0.04,0.384
1145690,1,2,10,2,3,6,3,4,1,40,4,33,9800,56,1114.25,1.7,175,11.37,0.89,0.12,0,0.3,0,0,0,0.02,0,0.18,0,0.5,0.18,0.75,0,0.08,0.56,0.09,0.25,0.06,0,0.02,0,0,0.02,0,0.01,0.301
1145750,2,2,5,2,3,5,4,2,1,8,2,13,12400,25,1482.5,1.92,496,11.96,0.88,0.12,0,0,0,0.07,0,0,0,0,0,0.93,0.12,0.78,0,0.1,0.52,0.36,0,0.07,0,0,0,0,0,0,0.05,0.073
1145780,1,0,0,0,2,0,0,5,0,0,1,1,200,1,20,1,200,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1145960,1,1,5,2,2,7,3,1,1,26,5,21,5900,30,989.75,1.43,196.67,16.78,0.84,0.14,0.02,0.21,0,0.08,0,0.05,0.06,0,0,0.6,0.6,0.4,0,0,0.29,0,0,0.26,0,0,0.06,0.21,0.18,0,0,0.212
1145980,3,3,9,2,3,5,4,4,1,27,3,15,13125,32,1442,2.13,410.16,10.99,0.93,0.07,0,0.44,0,0,0.17,0,0,0,0,0.39,0.17,0.76,0,0.08,0.82,0,0.11,0.02,0,0.05,0,0,0,0,0,0.442
1146030,2,3,5,2,2,8,3,2,1,20,3,19,7800,26,1292,1.37,300,16.56,0.96,0.03,0.02,0.21,0,0.02,0,0,0,0,0,0.77,0.7,0.3,0,0,0.26,0.08,0,0.6,0,0,0,0.07,0,0,0,0.212
